index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0048.smt2,,,,8,,,9,9,,,,,18,,22,,7,64,,38,,,,,,,9,22,28,,,,,,,,24.96,11.31,sat,0.13,0.02,0.00,0.01,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.11,0.01,0.07,0.01,0.00,0.02,0.00,,0.00,
chc-lia-lin-0049.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.60,6.34,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0050.smt2,,,,8,3,1,17,17,,,,,47,2,147,3,44,627,11,163,,6,26,,,,40,273,141,,3,,,,,,100.36,63.36,sat,1.94,0.19,0.03,0.08,0.02,0.07,1.32,0.95,,0.02,0.00,0.00,0.02,1.88,0.37,1.45,0.05,0.12,0.78,0.03,0.00,0.03,
chc-lia-lin-0051.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.96,6.58,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0052.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0053.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0054.smt2,,,,3,3,1,9,9,,,,,11,12,27,1,13,55,1,43,,,,,,,11,5,33,,,,,,8,1,37.04,16.52,sat,0.26,0.03,0.01,0.01,0.01,0.01,0.11,0.08,,0.00,0.00,0.00,0.01,0.23,0.01,0.19,0.01,0.01,0.07,0.02,0.00,0.02,
chc-lia-lin-0055.smt2,,,,14,3,1,24,24,,8,4,,59,,154,4,34,539,10,173,,5,39,1,,,63,209,176,16,2,5,,4,,,103.00,59.98,sat,1.57,0.21,0.03,0.09,0.02,0.07,0.92,0.62,,0.01,0.00,0.00,0.02,1.51,0.23,1.19,0.06,0.10,0.48,0.03,0.00,0.03,0.03
chc-lia-lin-0056.smt2,,,,2,1,,7,7,,,,,19,5,25,,15,60,,52,,,,,,,13,12,44,,4,,,,,,31.68,15.34,sat,0.28,0.04,0.01,0.02,0.01,0.01,0.13,0.07,,0.00,0.00,0.00,0.01,0.25,0.02,0.21,0.02,0.02,0.06,0.01,,0.01,
chc-lia-lin-0057.smt2,,,,2,,,5,5,,,,,6,,5,,4,16,,15,,,,,,,5,4,10,,,,,,,,25.00,9.28,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0058.smt2,,216,391,,33,3,14,13,180,9,3,,388,,246,38,100,1620,80,569,,240,3,63,3,,481,530,603,90,125,84,378,,650,43,486.48,484.49,timeout,599.24,3.00,1.01,1.71,0.34,0.74,393.73,168.99,121.81,0.27,0.00,0.00,0.27,408.89,86.81,322.01,0.84,2.44,75.48,86.22,0.00,86.22,35.48
chc-lia-lin-0059.smt2,,186,376,,38,5,15,14,160,10,3,,365,,255,40,102,1970,94,554,,241,8,75,9,3,425,844,582,88,131,86,344,,303,23,524.25,485.45,timeout,599.14,3.33,0.98,1.91,0.39,0.83,355.13,152.78,103.77,0.34,0.00,0.00,0.28,368.24,79.53,288.64,0.80,2.20,65.46,80.70,0.00,80.70,30.07
chc-lia-lin-0060.smt2,,,,1,,,2,2,,,,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,23.68,8.51,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0061.smt2,,,,12,1,1,37,37,,20,,1,46,,296,,81,1464,11,374,,,,,,,76,645,415,,,,,20,2,,141.96,88.03,sat,4.68,0.50,0.08,0.24,0.06,0.16,3.20,2.27,0.00,0.03,0.00,0.00,0.05,4.59,0.89,3.56,0.16,0.29,1.57,0.04,0.00,0.04,0.04
chc-lia-lin-0062.smt2,,,,7,,,16,16,,,,,24,,49,,18,165,,81,,,,,,,19,59,66,,,,,,,,39.48,22.26,sat,0.42,0.07,0.01,0.03,0.01,0.03,0.21,0.14,,0.00,0.00,0.00,0.01,0.40,0.04,0.30,0.02,0.02,0.12,0.00,,0.00,
chc-lia-lin-0063.smt2,,1,75,11,4,1,12,12,,18,14,5,49,62,34,,39,396,11,151,,4,,,,,110,253,147,26,,26,,,,,101.68,62.23,sat,1.82,0.16,0.04,0.08,0.02,0.05,1.20,0.54,0.17,0.00,0.00,0.00,0.03,1.76,0.26,1.46,0.06,0.11,0.44,0.11,0.00,0.11,0.07
chc-lia-lin-0064.smt2,,,466,,3,1,491,490,,,,,930,9969,9282,,1,16308,264,10353,,,,,,,697,3254,9995,,,,,,,,356.11,341.71,timeout,595.29,15.49,2.72,8.82,2.23,1.85,463.67,92.63,11.20,0.77,0.00,0.00,3.92,543.82,13.98,527.42,11.20,16.16,92.55,20.81,0.00,20.81,
chc-lia-lin-0065.smt2,,,,2,,,3,3,,,,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,23.64,8.57,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0066.smt2,,,,1,2,,5,5,,3,3,,18,,7,,18,75,,34,,,,,,,20,45,28,3,,3,,,,,50.64,22.98,sat,0.21,0.02,0.00,0.01,0.00,0.01,0.10,0.04,,0.00,0.01,0.00,0.00,0.17,0.04,0.12,0.01,0.01,0.02,0.00,,0.00,0.00
chc-lia-lin-0067.smt2,,,,2,,,3,3,,,,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,24.04,8.64,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0068.smt2,,,,9,2,1,17,17,,2,,2,103,9,669,,117,1557,16,335,,,,,,,258,350,328,,12,,,,18,,212.04,135.99,sat,10.31,0.54,0.19,0.30,0.06,0.11,8.15,6.77,,0.14,0.00,0.00,0.08,10.15,1.69,8.39,0.24,0.70,5.42,0.12,0.00,0.12,
chc-lia-lin-0069.smt2,,194,562,27,36,3,92,92,111,22,,22,163,30,2535,219,392,17136,88,1673,,287,156,107,,284,548,10444,2100,39,246,39,115,27,69,22,1476.92,980.08,sat,342.89,6.64,1.02,3.77,0.49,1.91,317.02,158.34,79.34,0.89,0.00,0.00,0.38,341.83,120.39,220.97,1.67,8.18,102.12,28.21,0.00,28.21,10.68
chc-lia-lin-0070.smt2,3,,,,1,,3,3,,,,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,29.24,8.02,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0071.smt2,,,,2,,,3,3,,,,,11,,9,,6,15,,18,,,,,,,6,,14,,,,,,,,25.52,9.84,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0072.smt2,,217,2396,,51,2,205,204,,365,123,2,347,1606,1144,891,,19261,168,3117,,297,28,3,,,263,13214,3437,146,1212,126,1,63,,,373.85,358.78,timeout,596.84,13.19,2.87,7.28,1.12,3.82,542.23,79.86,295.96,0.39,0.00,0.00,0.65,583.96,154.00,428.85,2.42,8.82,234.18,33.76,0.01,33.76,10.70
chc-lia-lin-0073.smt2,,68,926,,23,2,72,71,,,,,668,1241,2917,92,,18031,12,3223,,661,27,301,,,820,7676,4203,66,596,51,196,28,78,1,363.46,341.76,timeout,597.22,10.99,1.72,6.19,0.99,2.99,505.33,309.33,82.48,2.20,0.00,0.00,0.74,553.18,149.28,403.56,3.89,18.01,160.79,37.94,0.00,37.94,22.95
chc-lia-lin-0074.smt2,,2,,13,2,,32,32,,45,7,28,63,,321,,81,1275,8,339,,,,,,,96,595,477,31,8,7,,38,,,173.60,117.52,sat,5.23,0.63,0.10,0.33,0.06,0.20,3.55,2.53,,0.03,0.00,0.00,0.06,5.13,0.83,4.18,0.19,0.30,1.80,0.05,,0.05,0.14
chc-lia-lin-0075.smt2,,,,9,,,15,15,,,,,28,,88,,16,203,,94,,,,,,,18,53,80,,,,,,,,42.72,24.34,sat,0.49,0.08,0.01,0.03,0.01,0.03,0.25,0.17,,0.00,0.00,0.00,0.01,0.47,0.05,0.37,0.02,0.02,0.15,0.00,,0.00,
chc-lia-lin-0076.smt2,,3,15,,3,1,72,71,,126,,530,993,6,2119,4,4,18648,480,1613,,19,114,,,1,483,11336,1945,,32,,,85,2,,490.74,466.98,timeout,598.02,5.58,1.12,3.05,0.71,1.38,525.41,430.70,1.89,3.15,0.00,0.00,0.35,557.14,188.60,368.18,2.15,15.76,271.23,2.00,0.00,2.00,2.59
chc-lia-lin-0077.smt2,,,,3,,,4,4,,,,,8,,5,,5,26,,12,,,,,,,5,13,8,,,,,,,,22.88,9.94,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0078.smt2,,,,1,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.48,5.45,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0079.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,27.36,6.86,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0080.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,27.56,6.88,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0081.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,27.52,6.88,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0082.smt2,,8116,11,,128,,130,129,,,,,131,,4972,,,8770,,8515,,,,,,8126,130,128,8385,,,,,,,,237.01,224.43,timeout,595.52,9.17,2.77,4.45,1.73,1.56,295.23,45.67,82.85,0.63,0.00,0.00,3.85,579.84,85.92,493.38,10.62,128.63,17.49,128.94,,128.94,
chc-lia-lin-0083.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,27.36,6.89,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0084.smt2,,,,18,3,1,22,22,,11,,,88,3,323,1,37,883,23,248,,2,36,,,,91,369,267,,1,,,11,,,127.96,78.95,sat,2.85,0.34,0.04,0.17,0.03,0.11,1.87,1.32,,0.02,0.00,0.00,0.03,2.78,0.42,2.29,0.10,0.19,1.05,0.03,0.00,0.03,0.02
chc-lia-lin-0085.smt2,,,1,12,,,27,27,,,,,57,,323,,77,1349,,274,,,,,,,49,691,251,,,,,,,,122.12,83.80,sat,3.76,0.47,0.05,0.22,0.04,0.17,2.54,1.64,0.01,0.03,0.00,0.00,0.03,3.67,0.81,2.76,0.10,0.23,1.33,0.00,,0.00,
chc-lia-lin-0086.smt2,,866,123,,325,,22,21,,,,,662,,885,,403,2764,603,1130,,,,,,1019,572,1307,1196,69,,56,,,,,565.69,508.12,timeout,598.51,4.02,1.12,1.98,0.47,1.24,334.69,195.37,43.78,1.23,0.00,0.00,0.54,536.86,45.67,491.11,3.53,98.06,200.94,93.51,,93.51,5.60
chc-lia-lin-0087.smt2,,,,11,1,,26,26,,,,,81,1,409,,63,1421,6,390,,,,,,,48,531,363,,,,,,,,162.92,112.37,sat,5.57,0.70,0.08,0.38,0.06,0.21,3.90,2.82,,0.04,0.00,0.00,0.05,5.47,1.10,4.28,0.14,0.34,2.09,0.01,,0.01,
chc-lia-lin-0088.smt2,,,,7,1,,9,9,,1,,1,44,6,46,,21,168,,90,,,,,,,37,53,82,,,,,,,,57.52,35.61,sat,0.84,0.06,0.01,0.03,0.00,0.02,0.57,0.46,,0.00,0.00,0.00,0.01,0.80,0.07,0.70,0.03,0.05,0.42,0.01,,0.01,
chc-lia-lin-0089.smt2,3,,,,1,,3,3,,,,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,29.52,8.06,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0090.smt2,,,,2,,,3,3,,,,,7,,5,,4,9,,12,,,,,,,4,,8,,,,,,,,24.04,8.77,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0091.smt2,,,,3,,,5,5,,,,,9,,8,,5,14,,16,,,,,,,5,,11,,,,,,,,33.88,11.68,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0092.smt2,,,,3,1,,4,4,,1,,5,271,,2,,341,715,,351,,,,,,,346,704,346,,,,,,,,373.20,251.35,sat,20.24,0.96,0.34,0.55,0.10,0.22,16.15,12.16,,0.00,0.00,0.00,0.07,18.99,1.60,17.38,0.36,1.11,11.79,0.02,,0.02,
chc-lia-lin-0093.smt2,,,,11,,,21,21,,,,,31,,145,,22,350,2,160,,,,,,,16,93,139,,,,,,,,56.48,34.71,sat,0.91,0.15,0.02,0.07,0.01,0.05,0.50,0.34,,0.00,0.00,0.00,0.02,0.88,0.11,0.70,0.04,0.04,0.28,0.00,,0.00,
chc-lia-lin-0094.smt2,,,11,3,,,4,4,,,,,11,,13,,6,19,,22,,,,,,,10,,21,,,,,,,,30.76,11.23,sat,0.10,0.01,0.00,0.00,0.00,0.00,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.08,0.00,0.06,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-lin-0095.smt2,,,,6,,,7,7,,,,,20,,22,,7,68,,38,,,,,,,12,19,30,,,,,,,,30.64,15.30,sat,0.16,0.02,0.00,0.01,0.00,0.01,0.07,0.04,,0.00,0.00,0.00,0.00,0.14,0.02,0.10,0.01,0.00,0.04,0.00,,0.00,
chc-lia-lin-0096.smt2,,,,3,,,5,5,,,,,8,,6,,4,13,,14,,,,,,,4,,9,,,,,,,,29.52,10.56,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0097.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,27.44,6.94,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0098.smt2,,,22,12,1,,20,20,,10,,6,74,,291,,72,1412,2,296,,,,,,,62,655,284,,,,,3,,,161.08,114.17,sat,4.93,0.63,0.07,0.33,0.05,0.20,3.43,2.00,0.47,0.04,0.00,0.00,0.04,4.83,1.13,3.62,0.12,0.30,1.76,0.02,,0.02,0.02
chc-lia-lin-0099.smt2,,,,10,,,18,18,,,,,37,,76,,13,239,4,103,,,,,,,11,65,86,,,,,,,,56.52,33.61,sat,0.74,0.11,0.01,0.05,0.01,0.04,0.42,0.32,,0.00,0.00,0.00,0.01,0.71,0.09,0.56,0.03,0.03,0.27,0.00,,0.00,
chc-lia-lin-0100.smt2,,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,20.48,8.20,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,,,,
chc-lia-lin-0101.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,27.92,7.14,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0102.smt2,,,,,,,1,1,,,,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,19.04,7.22,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0103.smt2,,,65,19,,,33,33,,,,,78,,327,,50,1224,5,285,,,,,,,42,593,258,,,,,,,,130.04,84.79,sat,3.87,0.41,0.05,0.20,0.04,0.14,2.72,1.44,0.44,0.02,0.00,0.00,0.03,3.79,0.78,2.87,0.10,0.20,1.48,0.00,,0.00,
chc-lia-lin-0104.smt2,,43,236,,30,4,66,65,39,550,436,97,611,666,2706,63,3,12619,258,2165,,215,261,99,,8,1199,6087,3659,543,214,528,41,117,637,6,360.93,337.23,timeout,597.73,13.33,1.48,6.28,0.94,5.29,492.40,359.82,60.28,1.53,0.00,0.00,0.72,535.73,92.50,442.88,3.49,14.95,234.76,43.76,0.00,43.76,15.28
chc-lia-lin-0105.smt2,,53,21,23,33,2,25,25,,13,8,1,149,3,254,,67,1818,747,392,,,,,,233,85,747,390,10,,9,3,3,4,,224.24,131.51,sat,7.44,0.43,0.13,0.20,0.08,0.10,5.13,2.03,1.01,0.10,0.00,0.00,0.07,7.27,1.93,5.23,0.23,0.56,1.67,0.44,0.00,0.44,0.04
chc-lia-lin-0106.smt2,,,,23,6,3,54,54,1,51,23,,242,139,4077,48,361,12797,296,1322,,88,632,4,,,783,6787,1589,35,46,27,2,52,4,2,1049.60,662.53,sat,186.87,5.11,0.64,2.73,0.39,1.63,167.99,122.60,,0.98,0.00,0.00,0.26,185.92,49.62,136.04,1.36,6.80,83.92,5.54,0.00,5.54,1.28
chc-lia-lin-0107.smt2,,,,1,,,2,2,,,,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,35.40,15.23,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0108.smt2,,,,,,,1,1,,,,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,19.08,7.31,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0109.smt2,,,,3,,,4,4,,,,,9,,10,,5,19,,18,,,,,,,5,4,13,,,,,,,,30.00,11.09,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0110.smt2,,,,14,1,1,39,39,,5,,,85,45,945,,130,4710,3,640,,,,,,,91,2146,619,,,,,5,,,376.96,251.31,sat,22.42,2.33,0.23,1.22,0.14,0.81,17.41,13.05,,0.18,0.00,0.00,0.08,22.20,6.34,15.70,0.32,1.06,8.46,0.35,0.00,0.35,0.03
chc-lia-lin-0111.smt2,,,,4,,,7,7,,,,,14,,26,,7,38,,33,,,,,,,7,,26,,,,,,,,40.44,14.37,sat,0.10,0.01,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.01,0.00,0.00,0.07,0.00,0.05,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0112.smt2,,,,1,,,3,3,,,,,5,,2,,4,10,,10,,,,,,,4,5,6,,,,,,,,39.28,16.51,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.01,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0113.smt2,,,,2,,,3,3,,,,,9,,,,6,14,2,16,,,,,,,9,5,12,,,,,,,,34.40,15.95,sat,0.17,0.02,0.00,0.01,0.00,0.01,0.11,0.08,,0.00,0.00,0.00,0.00,0.14,0.01,0.13,0.00,0.00,0.08,0.00,,0.00,
chc-lia-lin-0114.smt2,,,1,12,,,25,25,,,,,69,,326,,54,1351,2,307,,,,,,,45,514,283,,,,,,,,142.72,90.23,sat,4.77,0.66,0.07,0.36,0.05,0.20,3.33,2.44,0.01,0.04,0.00,0.00,0.04,4.68,0.92,3.67,0.12,0.24,1.85,0.00,,0.00,
chc-lia-lin-0115.smt2,,,,22,3,1,36,36,,,,,60,,278,7,69,1169,13,316,,2,25,,,,69,592,285,,,,,,,,137.80,88.45,sat,4.04,0.47,0.06,0.23,0.05,0.15,2.72,1.92,,0.02,0.00,0.00,0.04,3.95,0.64,3.18,0.11,0.26,1.59,0.06,0.00,0.06,
chc-lia-lin-0116.smt2,,23,,44,5,1,54,54,,521,441,,144,1,2101,16,216,10010,51,1100,,17,38,,,,442,5684,1408,451,90,441,,91,3,1,770.88,510.85,sat,82.85,5.82,0.66,2.91,0.39,2.15,68.97,48.04,,0.53,0.00,0.00,0.30,82.39,20.82,61.33,1.02,2.99,24.51,2.49,0.00,2.49,5.69
chc-lia-lin-0117.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,28.40,7.21,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0118.smt2,,165,303,,11,1,53,52,,452,375,27,928,196,6759,55,21,15947,55,2327,,177,316,59,,556,906,4186,3359,399,243,376,,91,87,3,411.12,383.94,timeout,597.62,16.89,2.09,8.22,1.14,6.51,503.72,368.16,57.20,4.61,0.00,0.00,0.64,559.35,137.30,421.80,3.94,19.23,237.11,11.42,0.00,11.42,14.02
chc-lia-lin-0119.smt2,,,84,20,,,27,27,,,,,68,,211,,39,1144,1,214,,,,,,,107,526,240,46,,40,,,,,137.28,86.79,sat,3.78,0.56,0.05,0.28,0.04,0.20,2.57,1.33,0.54,0.02,0.00,0.00,0.04,3.70,0.87,2.73,0.11,0.15,1.23,0.00,,0.00,0.07
chc-lia-lin-0120.smt2,,,14,27,3,1,42,42,,,,,99,4,943,1,137,4188,27,714,,5,31,,,,98,2146,672,,4,,,,,,403.36,269.62,sat,26.64,2.05,0.22,1.14,0.17,0.58,21.68,15.94,0.28,0.18,0.00,0.00,0.10,26.40,5.87,20.37,0.39,1.26,12.09,0.05,0.00,0.05,
chc-lia-lin-0121.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.04,7.79,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0122.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.20,7.83,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0123.smt2,,,,2,,,6,6,,,,,10,,8,,8,29,1,23,,,,,,,8,11,16,,,,,,,,32.44,12.64,sat,0.08,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0124.smt2,,,,3,,,6,6,,,,,12,,14,,6,30,,25,,,,,,,6,4,19,,,,,,,,36.88,13.74,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0125.smt2,,,,7,3,1,8,8,,7,2,5,23,10,34,,5,168,,70,,3,4,3,,,58,45,62,7,,4,,,11,,66.32,31.00,sat,1.31,0.06,0.01,0.02,0.00,0.03,1.04,0.88,,0.00,0.00,0.00,0.02,1.27,0.31,0.93,0.04,0.03,0.39,0.10,0.00,0.10,0.04
chc-lia-lin-0126.smt2,,,,,3,1,14,13,,5,,17,601,41,403,,11,2875,13,672,,7,55,,,,650,1269,653,,,,,1,128,1,372.84,352.03,timeout,599.05,2.66,1.02,1.68,0.21,0.56,144.81,133.67,,0.46,0.00,0.00,0.20,156.78,25.67,131.05,0.97,5.61,102.21,3.94,0.00,3.94,0.02
chc-lia-lin-0127.smt2,,,7,,,,2,2,,,,,20,,,,26,28,,34,,,,,,,20,15,31,,,,,,,,133.20,80.54,sat,1.96,0.35,0.14,0.24,0.05,0.04,0.79,0.08,0.17,0.00,0.00,0.00,0.01,1.20,0.09,1.11,0.02,0.01,0.15,0.00,,0.00,
chc-lia-lin-0128.smt2,,,,,2,3,10,9,1,,,,875,18,429,3,59,2541,2,967,,5,30,3,,,856,662,956,4,1,3,1,,100,3,394.18,391.67,timeout,598.86,5.28,1.45,3.34,0.31,1.22,257.95,227.71,0.74,0.83,0.00,0.00,0.24,276.27,49.40,226.84,1.44,8.27,179.93,4.89,0.00,4.89,0.06
