index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0123.smt2,,,,2,,,6,6,,10,,8,,8,29,1,23,,,,,,,8,11,16,,,,,,,,,32.44,12.64,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,0.04,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0124.smt2,,,,3,,,6,6,,12,,14,,6,30,,25,,,,,,,6,4,19,,,,,,,,,36.88,13.74,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0125.smt2,,,,8,4,1,9,9,,36,8,36,,7,240,,101,,1,4,,,,74,71,90,,,,,,,6,,78.32,40.09,sat,2.43,0.10,0.02,0.04,0.01,0.04,2.01,1.67,,0.01,0.00,0.00,0.03,2.38,0.57,1.77,0.08,0.06,0.90,0.07,0.00,0.07,
chc-lia-lin-0126.smt2,,,,,3,1,14,13,,600,41,674,,17,3340,11,669,,5,40,,,,644,1447,650,,,,,,,104,1,361.72,326.13,timeout,598.88,2.88,1.03,1.78,0.23,0.63,203.18,185.57,,0.63,0.00,0.00,0.23,216.49,39.58,176.85,1.09,6.08,140.34,4.70,0.00,4.70,
chc-lia-lin-0127.smt2,,,7,,,,2,2,,20,,,,26,28,,34,,,,,,,20,15,31,,,,,,,,,133.20,80.54,sat,2.10,0.38,0.15,0.25,0.06,0.05,0.86,0.09,0.19,0.00,0.00,0.00,0.01,1.30,0.09,1.20,0.03,0.01,0.18,0.00,,0.00,
chc-lia-lin-0128.smt2,,,,,2,3,10,9,1,875,18,429,3,59,2541,2,967,,5,30,3,,,856,662,956,4,1,3,1,,,100,3,379.74,370.03,timeout,599.19,5.70,1.55,3.60,0.33,1.30,321.34,281.64,0.91,0.87,0.00,0.00,0.26,340.84,59.94,280.86,1.51,8.46,225.64,5.70,0.00,5.70,0.07
chc-lia-lin-0129.smt2,16,1,1,,6,1,16,16,,1076,,464,32,60,2624,20,1253,,36,361,25,,,1181,662,1248,42,3,26,,,,60,2,1049.60,613.66,unsat,226.30,4.86,1.09,2.12,0.58,1.77,201.46,166.60,0.52,0.78,0.00,0.00,1.04,225.90,32.94,192.90,3.04,12.42,130.79,3.25,0.00,3.25,1.08
chc-lia-lin-0130.smt2,,,34,29,3,1,40,40,,202,,1438,3,140,4817,41,829,,11,119,,,,181,2190,788,4,8,1,,,,,,520.44,325.78,sat,52.02,2.54,0.28,1.28,0.21,0.86,44.34,34.06,0.73,0.38,0.00,0.00,0.13,51.65,12.34,39.14,0.53,2.53,25.43,0.33,0.00,0.33,0.06
chc-lia-lin-0131.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.92,7.83,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0132.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0133.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0134.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0135.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0136.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.48,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0137.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.28,7.76,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0138.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.76,5.67,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0139.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.96,7.85,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0140.smt2,,,,5,,,7,7,,17,,17,,8,40,,29,,,,,,,8,6,23,,,,,,,,,46.44,16.44,sat,0.12,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.01,0.00,0.00,0.08,0.01,0.05,0.01,0.00,0.01,0.00,,0.00,
chc-lia-lin-0141.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0142.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0143.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0144.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.96,8.27,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0145.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,28.84,7.79,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0146.smt2,,1,252,29,1,1,50,50,,219,30,2634,,261,11550,4,1667,,,,,,,226,5709,1645,25,6,1,,,,10,3,971.64,634.81,sat,241.15,11.70,1.13,6.62,0.69,3.68,216.39,141.50,19.54,1.01,0.00,0.00,0.34,240.33,56.90,183.20,1.68,6.45,119.73,0.42,0.00,0.42,0.24
chc-lia-lin-0147.smt2,,,,22,,,26,26,,68,,220,,30,1099,,195,,,,,,,36,482,174,,,,,,,,,104.80,70.14,sat,2.31,0.33,0.03,0.15,0.02,0.13,1.50,0.99,,0.02,0.00,0.00,0.02,2.24,0.62,1.52,0.07,0.09,0.69,0.00,,0.00,
chc-lia-lin-0148.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0149.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.60,8.35,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0150.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0151.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0152.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0153.smt2,,,1,,,,2,2,,28,,,,28,30,,50,,,,,,,28,9,47,,,,,,,,,152.32,91.36,sat,2.25,0.31,0.13,0.22,0.01,0.06,0.97,0.32,0.01,,0.00,0.00,0.01,1.38,0.11,1.26,0.04,0.02,0.18,0.00,,0.00,
chc-lia-lin-0154.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.64,8.44,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0155.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.64,8.44,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0156.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.40,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0157.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.40,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0158.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.24,8.59,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0159.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.24,8.58,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0160.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.24,8.59,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0161.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.84,8.32,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0162.smt2,,,,39,,,44,44,,211,,1569,,228,8189,8,711,,,,,,,175,4764,679,,,,,,,,,642.32,459.72,sat,61.18,3.62,0.27,1.86,0.19,1.34,52.97,36.24,,0.56,0.00,0.00,0.10,60.66,23.98,36.51,0.48,1.84,23.94,0.00,,0.00,
chc-lia-lin-0163.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.16,8.65,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0164.smt2,,,,21,,,32,32,,157,,1368,,211,6594,2,650,,,,,,,152,3029,618,,,,,,,,,500.64,330.65,sat,55.26,3.72,0.29,1.96,0.18,1.34,47.70,35.28,,0.46,0.00,0.00,0.09,54.79,23.84,30.84,0.43,1.48,19.46,0.00,,0.00,
chc-lia-lin-0165.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.20,8.58,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0166.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,32.72,9.74,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0167.smt2,,,46,1,,,2,2,,45,,,,19,69,,56,,,,,,,53,32,53,,,,,,,,,249.12,129.95,sat,5.31,0.04,0.00,0.01,0.00,0.02,4.36,0.01,3.80,,0.01,0.00,0.10,4.70,1.28,3.41,0.25,0.02,1.05,0.00,,0.00,
chc-lia-lin-0168.smt2,,,103,1,,,3,3,,99,,,,102,132,,143,,,,,,,134,66,139,,,,,,,,,614.84,350.49,sat,34.56,0.31,0.03,0.10,0.02,0.16,30.83,0.42,27.37,0.00,0.01,0.00,0.26,32.08,3.44,28.64,0.71,0.11,18.56,0.01,,0.01,
chc-lia-lin-0169.smt2,,,45,1,1,,3,3,,48,1,,,21,98,,75,,,,,,,66,44,71,,,,,,,,,231.84,134.88,sat,5.02,0.07,0.01,0.02,0.00,0.03,3.78,0.26,2.93,0.00,0.01,0.00,0.14,4.24,1.51,2.72,0.31,0.03,0.96,0.01,,0.01,
chc-lia-lin-0170.smt2,,,40,1,,,2,2,,34,,,,15,60,,53,,,,,,,46,23,50,,,,,,,,,221.20,127.45,sat,3.52,0.10,0.02,0.06,0.00,0.02,1.90,0.01,1.38,,0.01,0.00,0.09,2.25,0.88,1.37,0.21,0.02,0.08,0.00,,0.00,
chc-lia-lin-0171.smt2,,,43,1,,,2,2,,40,,,,14,62,,56,,,,,,,49,21,53,,,,,,,,,171.80,91.72,sat,3.16,0.07,0.02,0.04,0.00,0.02,1.86,0.01,1.43,,0.01,0.00,0.12,2.22,0.73,1.48,0.25,0.02,0.09,0.00,,0.00,
chc-lia-lin-0172.smt2,,,37,1,,,2,2,,38,,,,14,56,,50,,,,,,,43,21,47,,,,,,,,,172.36,97.13,sat,2.84,0.11,0.02,0.07,0.00,0.02,1.63,0.01,1.10,,0.01,0.00,0.09,1.98,0.67,1.30,0.19,0.02,0.10,0.00,,0.00,
chc-lia-lin-0173.smt2,,,43,1,1,,2,2,,41,1,,,16,64,,56,,,,,,,49,25,53,,,,,,,,,294.72,176.23,sat,8.78,0.12,0.03,0.08,0.00,0.03,2.22,0.01,1.56,,0.01,0.00,0.15,2.69,0.87,1.81,0.29,0.02,0.12,0.00,,0.00,
chc-lia-lin-0174.smt2,2,,3,,,,2,2,,21,,,,,21,,22,,,,,,,22,,22,2,,2,,,,,,117.92,51.01,unsat,0.95,0.01,0.00,0.00,0.00,0.00,0.78,0.13,0.62,,0.01,0.00,0.01,0.84,0.19,0.65,0.02,0.00,0.00,0.00,,0.00,0.06
chc-lia-lin-0175.smt2,,,47,1,,,2,2,,60,,,,36,103,,90,,,,,,,68,50,87,,,,,,,,,1853.20,1155.00,sat,69.72,19.05,3.87,16.18,0.40,1.41,34.86,0.04,1.90,0.00,0.01,0.00,0.15,54.35,12.89,41.46,0.31,0.05,0.11,0.00,,0.00,
chc-lia-lin-0176.smt2,2,,2,,,,2,2,,21,,,,,21,,22,,,,,,,22,,22,2,,1,,,,,,118.76,51.01,unsat,0.93,0.01,0.00,0.00,0.00,0.00,0.76,0.07,0.66,,0.01,0.00,0.01,0.82,0.21,0.60,0.02,0.00,0.00,0.00,,0.00,0.28
chc-lia-lin-0177.smt2,2,,2,,,,2,2,,21,,,,,21,,22,,,,,,,22,,22,2,,2,,,,,,118.56,50.30,unsat,1.08,0.01,0.00,0.00,0.00,0.00,0.90,0.07,0.80,,0.01,0.00,0.01,0.96,0.24,0.71,0.02,0.00,0.00,0.00,,0.00,0.04
chc-lia-lin-0178.smt2,2,,2,,,,2,2,,3,,,,1,5,,4,,,,,,,4,3,4,2,,1,,,,,,83.76,29.89,unsat,0.32,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.13,,0.01,0.00,0.01,0.22,0.08,0.13,0.01,0.00,0.00,0.00,,0.00,0.03
chc-lia-lin-0179.smt2,,,,19,1,1,39,39,,157,22,2705,,363,13042,23,1430,,,,,,,188,6886,1393,,,,,,,,,1306.16,836.50,sat,304.34,11.39,0.81,7.14,0.58,2.91,279.28,215.49,,1.54,0.00,0.00,0.26,302.84,95.48,207.20,1.47,6.30,146.44,0.15,0.00,0.15,
chc-lia-lin-0180.smt2,,,,,1,,35,34,,797,11,3909,,,11610,25,2140,,,,,,,293,3645,2105,,,,,,,,,351.14,335.12,timeout,598.20,19.78,1.38,12.29,0.96,5.23,519.68,436.45,0.13,2.58,0.00,0.00,0.39,562.41,127.55,434.73,2.54,14.09,316.87,0.26,,0.26,
chc-lia-lin-0181.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.32,10.03,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0182.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.32,10.12,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0183.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.36,10.08,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0184.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.36,10.12,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0185.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.28,10.08,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0186.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.32,10.08,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0187.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.72,10.09,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0188.smt2,,,5,1,,,2,2,,34,,,,33,75,,49,,,,,,,27,46,46,,,,,,,,,301.64,179.79,sat,7.07,0.76,0.29,0.57,0.02,0.11,3.13,0.08,0.68,0.00,0.01,0.01,0.02,4.00,0.18,3.82,0.05,0.02,0.54,0.00,,0.00,
chc-lia-lin-0189.smt2,,4,,,12,1,57,56,,747,,4972,,240,20102,34,1625,,25,40,,,,306,9753,1544,,34,,,,,,,360.17,350.49,timeout,598.42,17.97,1.23,10.86,0.69,5.33,535.76,405.75,,3.56,0.00,0.00,0.26,573.00,230.14,342.62,1.93,9.59,236.38,7.73,0.00,7.73,
chc-lia-lin-0190.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.56,10.10,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0191.smt2,,,18,1,,,2,2,,49,,,,55,119,,81,,,,,,,49,79,78,,,,,,,,,873.28,602.24,sat,57.03,4.61,1.49,3.28,0.39,0.60,17.69,0.30,4.43,,0.01,0.01,0.07,22.59,2.65,19.94,0.15,0.05,3.33,0.00,,0.00,
chc-lia-lin-0192.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,34.32,10.12,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0193.smt2,2,,4,,,,2,2,,21,,,,,21,,22,,,,,,,22,,22,2,,1,,,,,,108.04,46.80,unsat,0.98,0.01,0.00,0.00,0.00,0.00,0.80,0.09,0.68,,0.01,0.00,0.02,0.87,0.13,0.73,0.03,0.00,0.00,0.00,,0.00,0.16
chc-lia-lin-0194.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,35.24,10.63,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0195.smt2,,,82,1,1,,2,2,,72,4,,,31,151,,133,,,,,,,115,47,130,,,,,,,,,358.80,199.37,sat,15.56,0.59,0.19,0.41,0.02,0.11,11.64,1.87,6.89,0.00,0.01,0.01,0.35,13.12,3.81,9.30,0.65,0.13,1.68,0.02,,0.02,
chc-lia-lin-0196.smt2,2,,2,,,,2,2,,14,,,,4,22,,15,,,,,,,15,12,15,2,,1,,,,,,115.20,47.85,unsat,0.76,0.01,0.00,0.00,0.00,0.00,0.59,0.17,0.37,,0.01,0.01,0.01,0.64,0.07,0.57,0.02,0.00,0.03,0.00,,0.00,0.10
chc-lia-lin-0197.smt2,,,10,1,1,,2,2,,80,4,,,25,147,,126,,,,,,,124,42,123,,,,,,,,,512.24,229.03,sat,141.84,0.22,0.04,0.10,0.01,0.07,140.08,126.45,10.57,0.00,0.01,0.01,0.33,141.19,7.50,133.68,0.65,0.13,51.76,0.02,,0.02,
chc-lia-lin-0198.smt2,,14,,24,12,1,38,38,,170,,1399,,157,5115,6,725,,15,78,,,,146,2014,680,,16,,,,,30,,508.20,314.26,sat,65.85,7.46,0.52,4.70,0.29,2.05,53.84,42.10,,0.44,0.00,0.00,0.11,65.47,19.28,46.03,0.64,1.70,27.13,0.70,0.00,0.70,
chc-lia-lin-0199.smt2,,,92,1,1,,2,2,,107,1,,,88,236,,168,,,,,,,130,139,165,,,,,,,,,1338.08,811.21,sat,193.22,5.09,1.38,3.48,0.36,0.83,54.88,0.47,25.44,,0.01,0.01,0.30,61.04,10.03,51.01,0.65,0.23,16.87,0.02,,0.02,
chc-lia-lin-0200.smt2,,,,,2,1,37,36,,752,,3743,,,14801,21,2094,,,,,,,398,6563,2062,,,,,,,2,,369.05,367.16,timeout,598.75,26.02,1.48,16.23,1.07,7.25,548.53,422.91,,2.74,0.00,0.00,0.37,596.11,177.04,418.93,2.97,11.76,290.49,0.65,0.00,0.65,
chc-lia-lin-0201.smt2,9,,,,2,,9,9,,23,5,23,,11,191,,44,,,,,,,30,112,45,9,,1,,,,,,101.04,43.27,unsat,0.34,0.02,0.00,0.01,0.00,0.01,0.18,0.06,,0.00,0.01,0.00,0.01,0.28,0.09,0.16,0.02,0.00,0.01,0.00,,0.00,0.02
chc-lia-lin-0202.smt2,,,,1,,,4,4,,4,,4,,7,9,,16,,,,,,,8,1,11,,,,,,,,,121.76,67.57,sat,0.83,0.08,0.01,0.04,0.00,0.04,0.42,0.31,,0.00,0.01,0.01,0.01,0.56,0.11,0.44,0.04,0.00,0.18,0.00,,0.00,
chc-lia-lin-0203.smt2,,,,1,,,5,5,,9,,5,,12,36,,25,,,,,,,11,21,19,,,,,,,,,127.16,72.73,sat,1.13,0.12,0.01,0.04,0.00,0.06,0.62,0.42,,0.00,0.01,0.01,0.02,0.85,0.12,0.72,0.08,0.00,0.33,0.00,,0.00,
chc-lia-lin-0204.smt2,,,,1,,,5,5,,9,,5,,12,36,,25,,,,,,,11,21,19,,,,,,,,,127.16,72.73,sat,1.12,0.11,0.01,0.04,0.00,0.06,0.62,0.41,,0.00,0.01,0.01,0.02,0.84,0.11,0.72,0.08,0.00,0.32,0.00,,0.00,
chc-lia-lin-0205.smt2,,,,2,,,6,6,,13,,7,,14,57,,34,,,,,,,16,36,27,,,,,,,,,141.92,79.62,sat,1.93,0.25,0.02,0.11,0.01,0.11,1.21,0.74,,0.00,0.01,0.01,0.03,1.64,0.27,1.35,0.12,0.00,0.66,0.00,,0.00,
chc-lia-lin-0206.smt2,,,,2,1,1,6,6,,16,,13,,21,92,,43,,,,,,,23,60,36,,,,,,,2,,155.76,84.96,sat,2.52,0.45,0.04,0.23,0.02,0.17,1.49,0.95,,0.00,0.01,0.01,0.04,2.20,0.30,1.87,0.18,0.01,0.78,0.02,0.00,0.02,
chc-lia-lin-0207.smt2,,,,2,,,6,6,,17,,6,,18,77,,38,,,,,,,16,48,31,,,,,,,,,150.32,82.54,sat,2.39,0.41,0.04,0.21,0.02,0.16,1.47,0.87,,0.00,0.01,0.01,0.04,2.11,0.37,1.72,0.16,0.01,0.79,0.00,,0.00,
chc-lia-lin-0208.smt2,,,,2,,1,6,6,,16,,4,,18,82,,40,,,,,,,19,52,33,,,,,,,13,,156.60,85.91,sat,2.53,0.44,0.04,0.22,0.02,0.18,1.55,1.08,,0.00,0.01,0.01,0.04,2.23,0.38,1.83,0.16,0.01,0.72,0.12,0.00,0.12,
chc-lia-lin-0209.smt2,,,,2,1,,5,5,,14,,6,,18,76,,33,,,,,,,24,58,27,,,,,,,,,150.96,84.30,sat,2.29,0.38,0.03,0.19,0.01,0.15,1.40,0.79,,0.00,0.01,0.01,0.04,1.98,0.23,1.73,0.15,0.01,0.81,0.00,,0.00,
chc-lia-lin-0210.smt2,,,,1,,,5,5,,15,,2,,17,60,,31,,,,,,,19,43,25,,,,,,,,,149.16,83.57,sat,2.07,0.32,0.03,0.15,0.01,0.14,1.23,0.77,,0.00,0.01,0.01,0.03,1.73,0.29,1.43,0.13,0.01,0.61,0.00,,0.00,
