index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0165.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.20,8.58,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0166.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,32.72,9.74,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0167.smt2,,,1,1,,2,2,,,,,50,3,,,20,83,,69,,,,,,,66,34,66,,,,,,,,,267.04,155.15,sat,7.62,6.12,0.01,5.41,,0.01,0.01,0.15,6.57,2.28,,4.29,0.36,0.04,1.02,0.01,,0.01,
chc-lia-lin-0168.smt2,,,1,1,1,3,3,,,,,231,2,,,240,187,,299,,,,,,,290,78,295,,,,,,,18,9,1082.72,596.60,sat,133.84,123.74,3.61,111.09,0.00,0.01,0.00,0.35,126.12,4.33,,121.78,1.29,0.68,94.02,1.07,0.00,1.07,
chc-lia-lin-0169.smt2,,,1,1,,2,2,,,,,54,4,,,20,87,,73,,,,,,,70,34,70,,,,,,,,,182.08,100.60,sat,4.58,3.60,0.22,2.68,0.00,0.01,0.00,0.15,4.02,1.41,,2.60,0.32,0.04,0.70,0.01,,0.01,
chc-lia-lin-0170.smt2,,,1,1,,2,2,,,,,44,2,,,15,76,,69,,,,,,,62,23,66,,,,,,,,,249.24,146.37,sat,5.31,3.51,0.01,2.89,,0.01,0.00,0.10,3.85,1.76,,2.09,0.26,0.04,0.19,0.01,,0.01,
chc-lia-lin-0171.smt2,,,1,1,,2,2,,,,,44,2,,,14,75,,69,,,,,,,62,21,66,,,,,,,,,164.00,86.67,sat,3.90,2.57,0.01,2.10,,0.01,0.00,0.20,3.02,0.95,,2.06,0.36,0.04,0.23,0.01,,0.01,
chc-lia-lin-0172.smt2,,,1,1,,2,2,,,,,45,3,,,15,72,,65,,,,,,,58,23,62,,,,,,,,,242.80,142.44,sat,4.97,3.20,0.01,2.58,,0.01,0.00,0.11,3.53,1.61,,1.92,0.25,0.03,0.18,0.01,,0.01,
chc-lia-lin-0173.smt2,,,1,1,,2,2,,,,,53,4,,,16,88,,80,,,,,,,73,25,77,,,,,,,,,404.68,257.33,sat,12.62,4.75,0.06,3.79,,0.01,0.00,0.26,5.32,2.27,,3.05,0.47,0.05,0.30,0.01,,0.01,
chc-lia-lin-0174.smt2,,3,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,1,,,,,,88.48,32.27,unsat,0.51,0.35,0.04,0.27,,0.01,0.00,0.01,0.40,0.19,,0.21,0.02,0.00,0.00,0.00,,0.00,0.06
chc-lia-lin-0175.smt2,,,1,1,,2,2,,,,,71,6,,,31,126,,118,,,,,,,96,40,115,,,,,,,,,6872.96,4563.90,sat,360.76,293.74,0.05,4.68,,0.01,0.00,0.25,294.44,224.50,,69.93,0.50,0.11,0.34,0.02,,0.02,
chc-lia-lin-0176.smt2,,2,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,2,,,,,,100.92,41.40,unsat,0.67,0.50,0.04,0.41,,0.01,0.01,0.02,0.55,0.18,,0.37,0.02,0.00,0.00,0.00,,0.00,0.14
chc-lia-lin-0177.smt2,,2,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,1,,,,,,117.00,50.70,unsat,0.96,0.81,0.07,0.70,,0.01,0.00,0.01,0.85,0.25,,0.60,0.02,0.00,0.00,0.00,,0.00,0.33
chc-lia-lin-0178.smt2,,2,,,,2,2,,,,,3,,,,1,5,,4,,,,,,,4,3,4,2,,1,,,,,,83.76,29.89,unsat,0.33,0.20,0.03,0.15,,0.01,0.00,0.01,0.23,0.09,,0.13,0.01,0.00,0.00,0.00,,0.00,0.03
chc-lia-lin-0179.smt2,,,,,,42,42,,,,,149,,3027,,398,16521,36,1587,,,,,,,195,9314,1547,,,,,,,,,1107.64,688.90,sat,309.01,294.40,202.41,,1.87,0.00,0.00,0.28,307.81,132.43,,175.24,1.60,7.13,122.78,0.00,,0.00,
chc-lia-lin-0180.smt2,,,,,,37,36,,10,,,834,,5290,,,13318,31,2749,,,,,,,384,3664,2753,,,,,,10,12,,,261.27,timeout,595.98,518.75,407.43,,3.26,0.00,0.00,0.49,548.05,113.46,,434.46,3.30,18.78,311.01,0.81,0.00,0.81,0.37
chc-lia-lin-0181.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.32,10.03,unsat,0.06,0.01,0.00,,,0.01,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0182.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.32,10.12,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0183.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.36,10.08,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0184.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.36,10.12,unsat,0.05,0.01,0.00,,,0.01,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0185.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.28,10.08,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0186.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.32,10.08,unsat,0.05,0.01,0.00,,,0.01,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0187.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.72,10.09,unsat,0.06,0.01,0.00,,,0.01,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0188.smt2,,,1,,,2,2,,,,,34,,,,33,75,,49,,,,,,,27,46,46,,,,,,,,,321.52,190.97,sat,6.66,3.24,0.08,0.73,0.00,0.01,0.01,0.02,3.35,0.25,,3.09,0.06,0.01,0.56,0.00,,0.00,
chc-lia-lin-0189.smt2,,,,,,48,48,,,,,274,,3826,,328,16375,11,1245,,,,,,,269,8802,1200,,,,,,,,,1053.32,678.89,sat,259.81,247.28,163.44,,2.04,0.00,0.00,0.21,258.71,116.98,,141.57,1.34,5.63,101.22,0.00,,0.00,
chc-lia-lin-0190.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,33.56,10.10,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0191.smt2,,,1,,,2,2,,,,,53,,,,41,96,,87,,,,,,,55,51,84,,,,,,,,,872.44,594.04,sat,45.39,19.70,0.37,5.15,0.00,0.01,0.01,0.10,20.02,3.68,,16.34,0.20,0.05,3.22,0.00,,0.00,
chc-lia-lin-0192.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,34.32,10.12,unsat,0.04,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0193.smt2,,4,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,1,,,,,,98.92,41.44,unsat,0.75,0.57,0.07,0.44,,0.01,0.01,0.02,0.63,0.11,,0.52,0.03,0.00,0.00,0.00,,0.00,0.08
chc-lia-lin-0194.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,35.24,10.63,unsat,0.04,0.01,0.00,,,0.00,0.00,0.00,0.01,,,0.01,,0.00,,,,,
chc-lia-lin-0195.smt2,,,1,1,,2,2,,,,,86,12,,,30,170,,154,,,,,,,136,45,151,,,,,,,,,467.88,256.22,sat,23.27,18.53,5.77,9.53,0.00,0.02,0.01,0.41,19.64,7.71,,11.93,0.80,0.17,1.65,0.04,,0.04,
chc-lia-lin-0196.smt2,,2,,,,2,2,,,,,14,,,,4,22,,15,,,,,,,15,12,15,2,,2,,,,,,113.56,46.89,unsat,0.69,0.53,0.14,0.34,,0.01,0.01,0.01,0.57,0.10,,0.46,0.01,0.00,0.01,0.00,,0.00,0.15
chc-lia-lin-0197.smt2,,,1,1,,2,2,,,,,82,14,,,20,160,,149,,,,,,,146,31,146,,,,,,,,,332.80,173.56,sat,29.03,27.24,12.61,12.09,,0.01,0.01,0.41,28.36,9.47,,18.88,0.80,0.17,4.33,0.04,,0.04,
chc-lia-lin-0198.smt2,,,,,1,36,36,,7,,,118,,995,,153,4080,11,615,,,,,,,104,1785,607,,,,,,7,,,442.44,262.62,sat,31.58,28.38,20.15,,0.27,0.00,0.00,0.10,31.25,9.83,,21.30,0.56,1.20,13.88,0.13,0.00,0.13,0.08
chc-lia-lin-0199.smt2,,,1,1,,2,2,,,,,124,10,,,71,242,,204,,,,,,,166,105,201,,,,,,,,,1332.64,794.13,sat,202.56,68.99,0.55,33.84,,0.01,0.01,0.44,70.46,13.14,,57.32,0.93,0.32,18.86,0.05,,0.05,
chc-lia-lin-0200.smt2,,,,,,38,37,,8,,,807,,4138,,,17144,22,2225,,,,,,,449,7719,2221,,,,,,8,,,,347.93,timeout,596.82,568.17,414.44,,3.67,0.00,0.00,0.43,593.65,207.44,,386.08,3.38,14.60,271.15,0.48,0.00,0.48,0.34
chc-lia-lin-0201.smt2,,,,2,,9,9,,,,,23,5,16,,11,154,,44,,,,,,,23,92,45,9,,1,,,,,,103.28,41.94,unsat,0.32,0.17,0.06,,0.00,0.01,0.00,0.01,0.25,0.08,,0.14,0.02,0.01,0.01,0.00,,0.00,0.01
chc-lia-lin-0202.smt2,,,,,1,5,5,,,,,6,,9,,9,31,1,24,,,,,,,13,8,18,,,,,,,,,130.68,72.39,sat,1.01,0.65,0.43,,0.00,0.01,0.01,0.02,0.76,0.13,,0.62,0.07,0.00,0.32,0.02,0.00,0.02,
chc-lia-lin-0203.smt2,,,,,1,5,5,,,,,9,,8,1,16,42,,30,,,,,,,19,17,24,,,,,,,4,1,132.32,74.43,sat,1.33,0.90,0.60,,0.00,0.01,0.01,0.03,1.05,0.18,,0.85,0.10,0.01,0.46,0.02,0.00,0.02,
chc-lia-lin-0204.smt2,,,,,1,5,5,,,,,9,,8,1,16,42,,30,,,,,,,19,17,24,,,,,,,4,1,132.32,74.43,sat,1.34,0.91,0.61,,0.00,0.01,0.01,0.03,1.06,0.18,,0.87,0.11,0.01,0.47,0.02,0.00,0.02,
chc-lia-lin-0205.smt2,,,,2,1,6,6,,,,,13,,10,2,17,75,,38,,1,3,,,,25,34,30,,,,,,,4,1,139.64,77.91,sat,1.88,1.38,0.97,,0.00,0.01,0.01,0.05,1.61,0.30,,1.29,0.16,0.01,0.71,0.05,0.00,0.05,
chc-lia-lin-0206.smt2,,,,2,1,7,7,,1,,1,17,1,18,1,26,143,,59,,,,,,,33,66,51,,,,,,,36,1,164.28,90.97,sat,3.48,2.74,2.05,,0.00,0.01,0.01,0.07,3.12,0.58,,2.51,0.27,0.02,1.35,0.27,0.00,0.27,
chc-lia-lin-0207.smt2,,,,3,1,6,6,,1,,1,20,,11,,29,124,1,56,,,,,,,36,60,49,,,,,,,14,,163.68,89.74,sat,3.21,2.49,1.73,,0.00,0.01,0.01,0.07,2.87,0.57,,2.28,0.27,0.02,1.22,0.16,0.00,0.16,
chc-lia-lin-0208.smt2,,,,,1,5,5,,,,,17,,6,,30,89,1,47,,,,,,,33,51,41,,,,,,,,,161.56,88.71,sat,2.77,2.06,1.41,,0.00,0.01,0.01,0.07,2.39,0.38,,2.00,0.24,0.02,1.20,0.03,0.00,0.03,
chc-lia-lin-0209.smt2,,,,2,1,6,6,,1,,1,17,1,10,1,26,116,,52,,,,,,,32,62,44,,,,,,,30,2,166.64,91.67,sat,3.20,2.51,1.85,,0.00,0.01,0.01,0.06,2.84,0.51,,2.31,0.24,0.01,1.26,0.22,0.00,0.22,
chc-lia-lin-0210.smt2,,,,3,1,6,6,,2,2,,20,,24,5,32,183,14,62,,3,,3,,,53,94,57,5,,5,,,,18,1,178.52,97.11,sat,4.02,3.18,2.28,,0.01,0.01,0.01,0.09,3.68,0.72,,2.94,0.34,0.03,1.56,0.20,0.00,0.20,0.03
chc-lia-lin-0211.smt2,,,3,8,2,8,8,,,,,23,,30,12,41,217,1,82,,14,16,8,,,72,132,71,7,1,7,3,,,4,1,226.72,125.04,sat,4.69,3.62,2.38,0.09,0.00,0.01,0.01,0.10,4.25,0.73,,3.49,0.39,0.05,1.70,0.29,0.00,0.29,0.09
chc-lia-lin-0212.smt2,,,,,1,4,4,,,,,22,,7,1,31,66,2,49,,,,,,,41,39,44,,,,,,,4,1,165.00,92.01,sat,2.87,2.19,1.52,,0.00,0.01,0.01,0.06,2.52,0.23,,2.28,0.26,0.02,1.37,0.04,0.00,0.04,
chc-lia-lin-0213.smt2,,,,,1,6,6,,,,,26,,14,1,42,136,,72,,,,,,,52,71,65,,,,,,,4,1,216.04,121.48,sat,4.04,3.08,2.20,,0.00,0.01,0.01,0.10,3.59,0.60,,2.97,0.39,0.03,1.73,0.04,0.00,0.04,
chc-lia-lin-0214.smt2,,,,,1,6,6,,,,,26,,14,1,42,136,,72,,,,,,,52,71,65,,,,,,,4,1,216.04,121.48,sat,4.22,3.24,2.33,,0.00,0.01,0.01,0.11,3.77,0.63,,3.12,0.40,0.03,1.80,0.04,0.00,0.04,
chc-lia-lin-0215.smt2,,,,,1,6,6,,,,,22,,13,1,26,93,,53,,,,,,,34,47,46,,,,,,,4,1,171.84,95.51,sat,2.93,2.22,1.49,,0.00,0.01,0.01,0.06,2.56,0.44,,2.10,0.25,0.01,1.25,0.03,0.00,0.03,
chc-lia-lin-0216.smt2,,,,,1,6,6,,,,,22,,7,1,40,146,,70,,,,,,,51,80,63,,,,,,,4,1,222.20,125.97,sat,4.78,3.84,2.67,,0.00,0.01,0.01,0.09,4.35,0.80,,3.54,0.39,0.03,2.19,0.03,0.00,0.03,
chc-lia-lin-0217.smt2,,,,2,1,6,6,,,,,23,,15,2,29,122,,61,,1,7,,,,47,59,53,,,,,,,4,1,216.20,118.54,sat,4.11,3.12,2.09,,0.00,0.01,0.01,0.08,3.57,0.67,,2.87,0.34,0.02,1.63,0.05,0.00,0.05,
chc-lia-lin-0218.smt2,,,,2,1,5,5,,1,,1,21,1,12,,42,104,1,65,,,,,,,56,55,59,,,,,,,,,226.40,125.35,sat,4.47,3.49,2.42,,0.00,0.01,0.01,0.11,4.00,0.55,,3.43,0.39,0.03,2.05,0.04,0.00,0.04,
chc-lia-lin-0219.smt2,,,,3,2,5,5,,1,1,,22,,15,2,27,109,10,51,,,,,,,38,59,46,1,,1,1,,,17,1,228.64,125.31,sat,4.32,3.37,2.26,,0.00,0.02,0.01,0.10,3.81,0.67,,3.12,0.33,0.02,1.79,0.16,0.00,0.16,0.00
chc-lia-lin-0220.smt2,,,,3,1,6,6,,2,,2,26,2,12,2,34,124,,71,,2,5,,,,52,63,62,,,,,,,85,1,221.04,126.60,sat,5.09,4.10,3.04,,0.00,0.01,0.01,0.10,4.62,0.64,,3.96,0.40,0.03,1.94,0.76,0.00,0.76,
chc-lia-lin-0221.smt2,,,,3,1,5,5,,2,,2,22,,7,,40,118,1,66,,,,,,,54,72,58,,,,,,,14,,224.52,128.64,sat,4.74,3.72,2.55,,0.00,0.01,0.01,0.09,4.22,0.58,,3.62,0.38,0.03,2.13,0.17,0.00,0.17,
chc-lia-lin-0222.smt2,,,,3,1,5,5,,2,,2,22,,7,,40,118,1,66,,,,,,,54,72,58,,,,,,,14,,224.52,128.64,sat,4.63,3.63,2.48,,0.00,0.01,0.01,0.08,4.11,0.56,,3.53,0.37,0.03,2.09,0.16,0.00,0.16,
chc-lia-lin-0223.smt2,,,,2,1,5,5,,3,,3,24,2,7,,41,95,1,66,,,,,,,51,49,59,,,,,,,79,,226.64,131.99,sat,5.95,4.86,3.73,,0.00,0.01,0.01,0.09,5.40,0.62,,4.76,0.41,0.03,2.50,0.83,0.00,0.83,
chc-lia-lin-0224.smt2,,,,,1,5,5,,,,,26,,6,1,39,89,,69,,,,,,,56,41,63,,,,,,,4,1,217.40,127.39,sat,5.76,4.56,3.41,,0.00,0.01,0.01,0.11,5.15,0.64,,4.50,0.46,0.03,2.89,0.05,0.00,0.05,
chc-lia-lin-0225.smt2,,,,,1,5,5,,,,,26,,6,1,39,89,,69,,,,,,,56,41,63,,,,,,,4,1,217.40,127.39,sat,5.23,4.06,3.02,,0.00,0.01,0.01,0.10,4.63,0.61,,4.00,0.44,0.03,2.53,0.04,0.00,0.04,
chc-lia-lin-0226.smt2,,,,3,1,5,5,,1,1,,28,,13,1,35,147,16,60,,,,,,,53,83,56,1,,1,,,,14,,235.12,136.12,sat,5.04,3.95,2.60,,0.00,0.01,0.01,0.09,4.47,0.89,,3.56,0.39,0.02,2.01,0.16,0.00,0.16,0.00
chc-lia-lin-0227.smt2,,,,3,1,6,6,,1,1,,26,,12,,38,141,1,71,,,,,,,55,68,64,1,,1,,,,14,,225.16,131.23,sat,5.33,4.17,2.99,,0.00,0.01,0.01,0.11,4.77,0.84,,3.91,0.46,0.03,2.24,0.20,0.00,0.20,0.01
chc-lia-lin-0228.smt2,,,,2,1,5,5,,2,1,1,25,1,12,2,40,126,,66,,,,,,,55,75,60,1,,1,,,,3,1,242.84,137.91,sat,5.27,4.12,2.88,,0.00,0.01,0.01,0.10,4.69,0.65,,4.03,0.44,0.03,2.40,0.08,0.00,0.08,0.01
chc-lia-lin-0229.smt2,,,,5,2,7,7,,,,,20,,12,5,43,200,9,73,,6,20,3,,,64,139,63,2,,2,3,,,,,244.04,140.93,sat,5.56,4.39,3.02,0.02,0.00,0.01,0.01,0.11,5.03,1.02,,3.98,0.46,0.04,2.15,0.17,0.00,0.17,0.03
chc-lia-lin-0230.smt2,,,3,3,2,8,8,,1,1,,26,,22,4,43,229,13,76,,6,12,2,,,67,152,68,3,,3,4,,,4,1,241.08,140.66,sat,5.64,4.40,2.89,0.15,0.00,0.01,0.01,0.12,5.11,1.06,,4.02,0.50,0.04,2.11,0.20,0.00,0.20,0.04
chc-lia-lin-0231.smt2,,,3,4,2,6,6,,1,1,,29,,11,,42,220,,69,,2,4,,,1,61,172,61,1,,1,5,,,3,1,251.80,146.68,sat,5.86,4.60,2.99,0.06,0.00,0.01,0.01,0.16,5.27,0.90,,4.35,0.52,0.03,2.51,0.14,0.00,0.14,0.01
chc-lia-lin-0232.smt2,,,3,4,2,6,6,,1,1,,29,,11,,42,220,,69,,2,4,,,1,61,172,61,1,,1,5,,,3,1,251.80,146.68,sat,5.89,4.65,3.04,0.06,0.00,0.02,0.01,0.16,5.32,0.92,,4.39,0.52,0.03,2.50,0.14,0.00,0.14,0.01
chc-lia-lin-0233.smt2,,,2,4,2,6,6,,2,2,,29,,35,4,53,202,18,95,,7,7,2,,,83,108,88,2,2,2,2,,,4,1,247.76,144.52,sat,7.50,6.02,4.12,0.13,0.01,0.02,0.01,0.15,6.93,1.04,,5.87,0.66,0.05,3.37,0.15,0.00,0.15,0.03
chc-lia-lin-0234.smt2,,,2,4,2,6,6,,2,2,,29,,35,4,53,202,18,95,,7,7,2,,,83,108,88,2,2,2,2,,,4,1,247.76,144.52,sat,8.68,7.07,4.85,0.16,0.01,0.02,0.01,0.17,8.05,1.24,,6.80,0.73,0.06,4.00,0.18,0.00,0.18,0.04
chc-lia-lin-0235.smt2,,,,2,1,6,6,,2,,2,32,2,12,,53,164,1,92,,,,,,,74,91,84,,,,,,,80,1,266.52,152.70,sat,8.75,7.26,5.45,,0.00,0.02,0.01,0.20,8.14,1.07,,7.05,0.70,0.05,3.88,1.01,0.00,1.01,
chc-lia-lin-0236.smt2,,,,2,1,6,6,,1,,1,27,1,15,1,39,137,,69,,,,,,,55,71,62,,,,,,,4,1,235.68,138.48,sat,5.91,4.59,3.22,,0.00,0.02,0.02,0.11,5.21,1.01,,4.18,0.49,0.03,2.55,0.06,0.00,0.06,
chc-lia-lin-0237.smt2,,,,2,1,5,5,,1,,1,26,1,7,,47,105,1,77,,,,,,,65,58,71,,,,,,,16,,247.76,144.76,sat,6.87,5.55,3.99,,0.00,0.02,0.01,0.13,6.25,0.78,,5.46,0.56,0.04,3.41,0.22,0.00,0.22,
chc-lia-lin-0238.smt2,,,,2,1,6,6,,1,,1,21,1,7,2,43,140,,70,,1,7,,,,54,87,61,,,,,,,16,2,253.68,146.03,sat,6.35,5.12,3.60,,0.00,0.02,0.01,0.10,5.71,0.98,,4.71,0.47,0.03,2.93,0.20,0.00,0.20,
chc-lia-lin-0239.smt2,,,,4,2,6,6,,1,1,,29,,21,,36,173,,66,,2,4,,,,54,120,57,1,,1,4,,,3,1,256.80,146.45,sat,4.95,3.78,2.49,,0.00,0.01,0.01,0.09,4.32,0.84,,3.46,0.42,0.03,1.92,0.10,0.00,0.10,0.01
chc-lia-lin-0240.smt2,,,,2,1,6,6,,2,,2,28,2,18,1,45,157,,82,,,,,,,57,73,74,,,,,,,30,2,258.40,148.43,sat,8.10,6.70,4.93,,0.00,0.02,0.01,0.13,7.48,1.37,,6.08,0.62,0.05,3.64,0.40,0.00,0.40,
chc-lia-lin-0241.smt2,,,,2,1,6,6,,2,,2,28,2,18,1,45,157,,82,,,,,,,57,73,74,,,,,,,30,2,258.40,148.43,sat,7.47,6.15,4.53,,0.00,0.02,0.01,0.12,6.87,1.15,,5.70,0.58,0.04,3.39,0.41,0.00,0.41,
chc-lia-lin-0242.smt2,,,,2,1,6,6,,1,,1,26,1,13,1,43,130,,75,,,,,,,60,69,68,,,,,,,20,1,256.04,149.06,sat,8.27,6.60,4.79,,0.00,0.03,0.03,0.18,7.48,0.93,,6.53,0.73,0.04,3.93,0.26,0.00,0.26,
chc-lia-lin-0243.smt2,,,,2,1,6,6,,1,,1,26,1,13,1,43,130,,75,,,,,,,60,69,68,,,,,,,20,1,256.04,149.06,sat,7.01,5.59,4.11,,0.00,0.02,0.01,0.16,6.33,0.85,,5.46,0.61,0.03,3.28,0.25,0.00,0.25,
chc-lia-lin-0244.smt2,,,,3,2,7,7,,2,1,1,25,1,13,,37,185,3,78,,1,2,,,,57,104,69,1,,1,1,,,14,,256.72,148.66,sat,7.77,6.24,4.43,,0.01,0.03,0.02,0.13,7.02,1.43,,5.56,0.61,0.03,3.04,0.29,0.00,0.29,0.02
chc-lia-lin-0245.smt2,,,,3,2,7,7,,2,1,1,25,1,13,,37,185,3,78,,1,2,,,,57,104,69,1,,1,1,,,14,,256.72,148.66,sat,7.52,6.06,4.32,,0.01,0.02,0.02,0.13,6.81,1.41,,5.38,0.60,0.03,2.96,0.28,0.00,0.28,0.02
chc-lia-lin-0246.smt2,,,,1,1,7,7,,,,,18,2,7,,13,72,2,38,,,,,,,21,36,31,,,,,,,6,,137.60,75.27,sat,0.80,0.51,0.23,,0.00,0.01,0.01,0.01,0.61,0.13,,0.47,0.02,0.01,0.18,0.01,0.00,0.01,
chc-lia-lin-0247.smt2,,,,,1,6,6,,,,,23,1,8,,16,71,,39,,,,,,,22,36,33,,,,,,,6,1,190.88,116.31,sat,1.09,0.77,0.37,,0.00,0.01,0.01,0.01,0.87,0.12,,0.73,0.02,0.01,0.34,0.01,0.00,0.01,
chc-lia-lin-0248.smt2,,,,2,1,30,30,,,,,357,1,1231,,364,7289,173,1006,,,,,,,513,4940,980,,,,,,,2,,1451.76,651.40,sat,13.42,10.15,3.26,,0.10,0.03,0.01,0.26,12.25,5.96,,6.17,0.72,0.27,1.71,0.01,0.00,0.01,
chc-lia-lin-0249.smt2,,,,,,5,5,,,,,20,,14,,1,43,1,39,,,,,,,19,9,38,5,,1,,,,,,147.96,48.61,unsat,0.22,0.06,0.03,,0.00,0.04,0.01,0.01,0.11,0.01,,0.08,0.02,0.00,0.00,0.00,,0.00,0.01
chc-lia-lin-0250.smt2,,,,,,24,24,,,,,156,,443,,76,1370,7,370,,,,,,,162,685,374,24,,1,,,,,,578.76,191.42,unsat,1.47,0.82,0.30,,0.00,0.05,0.01,0.07,1.26,0.36,,0.83,0.16,0.02,0.06,0.00,,0.00,0.05
chc-lia-lin-0251.smt2,,,,58,1,80,80,,15,12,,821,182,10099,8,1669,59925,564,4168,,54,233,20,,,2269,42629,4184,48,15,22,,,8,819,3,12448.76,5307.32,sat,268.38,231.88,95.71,,1.91,0.04,0.01,1.23,255.61,119.23,,136.02,3.98,7.53,61.49,8.84,0.00,8.84,0.87
chc-lia-lin-0252.smt2,,,,,,14,14,,,,,72,,146,,14,468,1,222,,,,,,,71,207,221,14,,1,,,,,,322.92,106.47,unsat,0.73,0.34,0.15,,0.00,0.04,0.01,0.04,0.57,0.11,,0.43,0.10,0.01,0.02,0.00,,0.00,0.02
chc-lia-lin-0253.smt2,,,,12,1,74,74,,,,,634,75,5792,,695,35596,865,1950,,26,166,,,,1071,26536,1898,,11,,,,1,353,,9927.92,3730.93,sat,75.06,58.96,16.64,,0.41,0.06,0.01,0.44,66.79,42.51,,23.98,1.32,1.47,9.71,1.22,0.00,1.22,0.01
chc-lia-lin-0254.smt2,,,,53,1,105,105,,1,,,812,56,3461,,1882,49307,627,3880,,4,5,,,,2772,43257,3870,,,,,,4,139,,16228.84,5611.33,sat,161.35,128.36,27.38,,0.26,0.06,0.02,1.12,145.26,78.79,,66.08,3.63,5.18,17.86,2.74,0.00,2.74,0.07
chc-lia-lin-0255.smt2,,,,,,32,32,,,,,193,,838,,68,2561,7,536,,,,,,,213,1264,541,32,,1,,,,,,896.96,310.27,unsat,2.89,1.88,0.74,,0.01,0.06,0.02,0.11,2.59,0.88,,1.60,0.26,0.02,0.26,0.00,,0.00,0.08
chc-lia-lin-0256.smt2,1,,,20,1,61,61,,87,6,122,1605,26,6249,,458,27282,142,2839,,,,,,,1833,16721,3115,108,7,7,,,70,228,,6983.72,2551.27,unsat,100.43,87.34,41.28,,0.67,0.05,0.01,0.97,99.13,31.11,,67.77,2.96,3.27,27.21,1.62,0.00,1.62,1.64
